"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSSSCT00000056080.2",0.0669667219330439,6.77990102352585,0.470339086989333,0.640883633915164,0.999921722309542,-5.35730689176088
"ENSSSCT00000105634.1",0.0465800986787368,6.38071911044444,0.367903631220585,0.715049116875994,0.999921722309542,-5.3574039439251
"ENSSSCT00000002238.5",0.0354391680517283,6.46638510475465,0.39236893518439,0.697045084861608,0.999921722309542,-5.35740760977885
"ENSSSCT00000011607.4",0.0920134529011198,6.68400504902247,0.43929998538085,0.663008557161408,0.999921722309542,-5.35745599743388
"ENSSSCT00000053347.3",-0.0675018590934116,6.18184994529904,-0.319295033248387,0.751305149909419,0.999921722309542,-5.3574615819973
"ENSSSCT00000011527.4",-0.0169849242847295,5.98374240145679,-0.231905761099013,0.817893740997345,0.999921722309542,-5.35754687466789
"ENSSSCT00000012814.5",-0.00216330797999031,5.77967223036451,-0.0151426352292055,0.988000043785623,0.999921722309542,-5.35761527169122
"ENSSSCT00000004297.5",-0.0692130936123752,6.58682486057256,-0.398088912512522,0.692860784343946,0.999921722309542,-5.35764741117114
"ENSSSCT00000031143.3",-0.0312086428803884,5.89310323889248,-0.182666085301749,0.856060891314184,0.999921722309542,-5.35766065328419
"ENSSSCT00000005633.4",-0.119095822188768,6.38621068466719,-0.371572389708939,0.712338426381195,0.999921722309542,-5.35775988500704
"ENSSSCT00000050885.2",0.0497972375880709,6.1459324986942,0.278339640936807,0.782306948189769,0.999921722309542,-5.35776830598116
"ENSSSCT00000005561.5",-0.0345998002565411,5.78152412303164,-0.0759276163367364,0.939887249644603,0.999921722309542,-5.35785423301453
"ENSSSCT00000054385.3",-0.0137824634883961,5.68940687010029,-0.0519098498305832,0.958880793345464,0.999921722309542,-5.3580603671318
"ENSSSCT00000037952.4",-0.0390279308792447,5.99424643673194,-0.225089608993231,0.823152664912488,0.999921722309542,-5.35823588968808
"ENSSSCT00000030569.3",0.061424016851312,5.89881074604735,0.245743107915271,0.807244144553936,0.999921722309542,-5.35831443425951
"ENSSSCT00000099727.1",-0.00970835461556874,5.7200570176908,-0.0552477531161549,0.956239427584249,0.999921722309542,-5.35832360611322
"ENSSSCT00000064754.3",-0.0605683682827323,6.98555625880868,-0.492153524692791,0.625529009828893,0.999921722309542,-5.35839508410162
"ENSSSCT00000004871.5",0.00595477416947876,5.84324761225327,0.0490572591365284,0.961138492895875,0.999921722309542,-5.35848897969225
"ENSSSCT00000003500.5",-0.151277176978043,10.771879274496,-0.826747787730349,0.41369935723865,0.999921722309542,-5.35877513249011
"ENSSSCT00000030030.3",0.0254096877359711,5.79313777304959,0.133660629197739,0.894397946305848,0.999921722309542,-5.35883180302208
"ENSSSCT00000006217.5",-0.124344441074232,8.48466225221041,-0.672768024745734,0.505290459918744,0.999921722309542,-5.35899449489881
"ENSSSCT00000050049.3",0.0317782740969328,5.92038139726275,0.196913628152015,0.844976759978637,0.999921722309542,-5.35902335801291
"ENSSSCT00000055007.3",-0.0618455596342029,6.077477794201,-0.252118939293443,0.802349489663171,0.999921722309542,-5.3590607573297
"ENSSSCT00000023209.4",0.0349472039786658,6.07737833594348,0.255083868531866,0.800076080739655,0.999921722309542,-5.35906120063044
"ENSSSCT00000063037.2",0.0384333742502321,6.43963103441452,0.376904410177538,0.70840556712438,0.999921722309542,-5.35906669743016
